"","Id","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","FirstFloorSF","SecondFloorSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","Bedroom","Kitchen","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","ThreeSeasonPorch","ScreenPorch","PoolArea","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice","dataPartition","DecadeBuilt","DecadeRemod","GarageDecadeBuilt","houseAge","newHouse","StructureSF","TotalBathrooms","extraRooms","TotalRooms","FeatureCount","avgRoomSize","PorchSF","sizeRatio","avgFeatureSize","avgBathSize","yardSize","medianNeighborhoodBathrooms","medianNeighborhoodPriceSF","medianNeighborhoodSalePrice","medianNeighborhoodExtraRooms","medianNeighborhoodRooms","medianNeighborhoodFeatureCount","medianNeighborhoodStructureSF","medianNeighborhoodsizeRatio","medianNeighborhoodLotArea","medianNeighborhoodOverallQual","meanNeighborhoodOverallCond","medianNeighborhoodRoomSize","medianNeighborhoodyardSize","medianNeighborhoodHouseAge","medianMSSubClassStructureSF","medianMSSubClassPriceSF","medianMSSubClassSalePrice","medianMSSubClassFeatureCount","medianMSZoningSalePrice","hasPorch","hasGarage","hasPool","hasFireplace","hasBasement","Renovated"
"1",0,"60","RL",0.150684931506849,0.0334198041552735,"Pave","None","Reg","Lvl","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",0.666666666666667,0.5,0.949275362318841,"2003","Gable","CompShg","VinylSd","VinylSd","BrkFace",0.1225,0.666666666666667,1,"PConc",0.8,0.8,0.4,"GLQ",0.125088589652729,"Unf",0,0.0642123287671233,0.140098199672668,"GasA",1,"Y","SBrkr",0.109640831758034,0.413559322033898,0,0.25923134890731,0.333333333333333,0,0.5,0.5,0.375,0.333333333333333,0.666666666666667,0.461538461538462,"Typ",0,0,"Attchd",0.996517412935323,"RFn",0.4,0.368279569892473,0.666666666666667,0.666666666666667,"Y",0,0.0822102425876011,0,0,0,0,"None","None",0,"2","2008","WD","Normal","208500","Train","12","6","12",0.0437956204379562,0,0.21293659121571,0.428571428571429,0.384615384615385,0.384615384615385,0.384615384615385,0.198925979680697,0.0428370786516854,0.193859811528732,0.225189509196292,0.12809974923377,0.0318662643172221,0.666666666666667,0.555555555555556,0.444444444444444,0.666666666666667,0.777777777777778,0.555555555555556,0.555555555555556,0.111111111111111,0.555555555555556,0.777777777777778,0.111111111111111,0.555555555555556,0.555555555555556,0,1,1,1,1,0.777777777777778,"1","1","0","0","1","0"
"2",0.000342700479780672,"20","RL",0.202054794520548,0.0387950174110169,"Pave","None","Reg","Lvl","FR2","Gtl","Veenker","Street","Norm","1Fam","1Story",0.555555555555556,0.875,0.753623188405797,"1976","Gable","CompShg","MetalSd","MetalSd","None",0,1,1,"CBlock",0.8,0.8,1,"ALQ",0.173281360737066,"Unf",0,0.121575342465753,0.206546644844517,"GasA",1,"Y","SBrkr",0.194917034236505,0,0,0.174830444611907,0,0.5,0.5,0,0.375,0.333333333333333,1,0.307692307692308,"Typ",0.25,0.666666666666667,"Attchd",0.983084577114428,"RFn",0.4,0.309139784946237,0.666666666666667,0.666666666666667,"Y",0.209269662921348,0,0,0,0,0,"None","None",0,"5","2007","WD","Normal","181500","Train","9","3","10",0.233576642335766,0,0.22095637835407,0.285714285714286,0.230769230769231,0.307692307692308,0.346153846153846,0.249073190959983,0.209269662921348,0.175313256350469,0.265541935627547,0.21175814990248,0.0357830514219538,0.666666666666667,0.666666666666667,0.555555555555556,0.666666666666667,0.555555555555556,0.666666666666667,0.666666666666667,0,1,0.888888888888889,0.777777777777778,0.888888888888889,0.888888888888889,0.333333333333333,0.777777777777778,0.444444444444444,0.555555555555556,0.444444444444444,0.777777777777778,"1","1","0","1","1","0"
"3",0.000685400959561343,"60","RL",0.160958904109589,0.0465072799083877,"Pave","None","IR1","Lvl","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",0.666666666666667,0.5,0.934782608695652,"2002","Gable","CompShg","VinylSd","VinylSd","BrkFace",0.10125,0.666666666666667,1,"PConc",0.8,0.8,0.6,"GLQ",0.0861091424521616,"Unf",0,0.185787671232877,0.150572831423895,"GasA",1,"Y","SBrkr",0.12308338584331,0.419370460048426,0,0.273549359457423,0.333333333333333,0,0.5,0.5,0.375,0.333333333333333,0.666666666666667,0.307692307692308,"Typ",0.25,0.666666666666667,"Attchd",0.995522388059702,"RFn",0.4,0.408602150537634,0.666666666666667,0.666666666666667,"Y",0,0.0566037735849057,0,0,0,0,"None","None",0,"9","2008","WD","Normal","223500","Train","12","6","12",0.0583941605839416,0,0.226502773197422,0.428571428571429,0.230769230769231,0.384615384615385,0.423076923076923,0.214687953555878,0.0294943820224719,0.151454743445245,0.220392351489585,0.140707718027306,0.0444640074569601,0.666666666666667,0.555555555555556,0.444444444444444,0.666666666666667,0.777777777777778,0.555555555555556,0.555555555555556,0.111111111111111,0.555555555555556,0.777777777777778,0.111111111111111,0.555555555555556,0.555555555555556,0,1,1,1,1,0.777777777777778,"1","1","0","1","1","1"
"4",0.00102810143934202,"70","RL",0.133561643835616,0.0385613124868541,"Pave","None","IR1","Lvl","Corner","Gtl","Crawfor","Norm","Norm","1Fam","2Story",0.666666666666667,0.5,0.311594202898551,"1970","Gable","CompShg","WdSdng","Wd Shng","None",0,1,1,"BrkTil",0.6,1,0.4,"ALQ",0.0382707299787385,"Unf",0,0.231164383561644,0.123731587561375,"GasA",0.75,"Y","SBrkr",0.13169502205419,0.366101694915254,0,0.260550113036925,0.333333333333333,0,0.25,0,0.375,0.333333333333333,0.666666666666667,0.384615384615385,"Typ",0.25,0.833333333333333,"Detchd",0.994029850746269,"Unf",0.6,0.431451612903226,0.666666666666667,0.666666666666667,"Y",0,0.0471698113207547,0.268774703557312,0,0,0,"None","None",0,"2","2006","WD","Abnorml","140000","Train","3","2","12",0.671532846715328,0,0.231449557787438,0.142857142857143,0.307692307692308,0.230769230769231,0.307692307692308,0.319767779390421,0.215589887640449,0.184322166683657,0.316941698719274,0.38367233212594,0.0361078811217452,0.333333333333333,0.777777777777778,0.444444444444444,0.666666666666667,0.777777777777778,0.555555555555556,0.444444444444444,0,0.666666666666667,0.444444444444444,1,0.555555555555556,0.666666666666667,0.777777777777778,0.555555555555556,0.333333333333333,0.555555555555556,0.444444444444444,0.777777777777778,"1","1","0","1","1","1"
"5",0.00137080191912269,"60","RL",0.215753424657534,0.0605763163429853,"Pave","None","IR1","Lvl","FR2","Gtl","NoRidge","Norm","Norm","1Fam","2Story",0.777777777777778,0.5,0.927536231884058,"2000","Gable","CompShg","VinylSd","VinylSd","BrkFace",0.21875,0.666666666666667,1,"PConc",0.8,0.8,0.8,"GLQ",0.116052445074415,"Unf",0,0.209760273972603,0.187397708674304,"GasA",1,"Y","SBrkr",0.170342365049359,0.509927360774818,0,0.351168048229088,0.333333333333333,0,0.5,0.5,0.5,0.333333333333333,0.666666666666667,0.538461538461538,"Typ",0.25,0.666666666666667,"Attchd",0.995024875621891,"RFn",0.6,0.561827956989247,0.666666666666667,0.666666666666667,"Y",0.134831460674157,0.113207547169811,0,0,0,0,"None","None",0,"12","2008","WD","Normal","250000","Train","11","5","12",0.0656934306569343,0,0.308874231749363,0.428571428571429,0.384615384615385,0.461538461538462,0.5,0.267285921625544,0.193820224719101,0.159177525154503,0.280625141408563,0.217261075508498,0.056501537056478,1,0.888888888888889,1,1,1,1,1,0.111111111111111,0.666666666666667,1,0.111111111111111,0.777777777777778,0.666666666666667,0.111111111111111,1,1,1,1,0.777777777777778,"1","1","0","1","1","0"
"6",0.00171350239890336,"50","RL",0.219178082191781,0.0598985720629134,"Pave","None","IR1","Lvl","Inside","Gtl","Mitchel","Norm","Norm","1Fam","1Story",0.444444444444444,0.5,0.876811594202899,"1995","Gable","CompShg","VinylSd","VinylSd","None",0,1,1,"Wood",0.8,0.8,0.4,"GLQ",0.129695251594614,"Unf",0,0.0273972602739726,0.130278232405892,"GasA",1,"Y","SBrkr",0.0970384373030876,0.27409200968523,0,0.193669932177845,0.333333333333333,0,0.25,0.5,0.125,0.333333333333333,1,0.230769230769231,"Typ",0,0,"Attchd",0.991542288557214,"Unf",0.4,0.32258064516129,0.666666666666667,0.666666666666667,"Y",0.0280898876404494,0.0404312668463612,0,0.62992125984252,0,0,"MnPrv","Shed",0.0411764705882353,"10","2009","WD","Normal","143000","Train","11","5","11",0.124087591240876,0,0.201918752810673,0.285714285714286,0.307692307692308,0.153846153846154,0.230769230769231,0.34433671988389,0.273876404494382,0.10556704829294,0.344654452210596,0.188167548992291,0.0591378360692782,0.333333333333333,0.222222222222222,0.222222222222222,0.333333333333333,0.444444444444444,0.444444444444444,0.333333333333333,0,0.666666666666667,0.222222222222222,0.333333333333333,0.444444444444444,0.666666666666667,0.222222222222222,0.444444444444444,0.111111111111111,0.333333333333333,0.444444444444444,0.777777777777778,"1","1","0","0","1","1"
"7",0.00205620287868403,"20","RL",0.184931506849315,0.0410572810769123,"Pave","None","Reg","Lvl","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",0.777777777777778,0.5,0.956521739130435,"2005","Gable","CompShg","VinylSd","VinylSd","Stone",0.11625,0.666666666666667,1,"PConc",1,0.8,0.8,"GLQ",0.242558469170801,"Unf",0,0.135702054794521,0.275941080196399,"GasA",1,"Y","SBrkr",0.285654274312119,0,0,0.25621703089676,0.333333333333333,0,0.5,0,0.375,0.333333333333333,0.666666666666667,0.384615384615385,"Typ",0.25,0.833333333333333,"Attchd",0.997014925373134,"RFn",0.4,0.42741935483871,0.666666666666667,0.666666666666667,"Y",0.179073033707865,0.0768194070080863,0,0,0,0,"None","None",0,"8","2007","WD","Normal","307000","Train","12","6","12",0.0291970802919708,0,0.299355418977665,0.285714285714286,0.307692307692308,0.307692307692308,0.346153846153846,0.353174372797014,0.219101123595506,0.22313542670749,0.39199623322209,0.308906844989319,0.0351992994976909,0.666666666666667,0.777777777777778,0.666666666666667,0.666666666666667,0.777777777777778,0.555555555555556,0.555555555555556,0.111111111111111,0.444444444444444,0.777777777777778,0,0.777777777777778,0.444444444444444,0,0.777777777777778,0.444444444444444,0.555555555555556,0.444444444444444,0.777777777777778,"1","1","0","1","1","1"
"8",0.0023989033584647,"60","RL",0.160958904109589,0.0424501624249223,"Pave","None","IR1","Lvl","Corner","Gtl","NWAmes","Park","Norm","1Fam","2Story",0.666666666666667,0.625,0.731884057971015,"1973","Gable","CompShg","HdBoard","HdBoard","Stone",0.15,1,1,"CBlock",0.8,0.8,0.6,"ALQ",0.152197023387668,"BLQ",0.0209698558322412,0.0924657534246575,0.181178396072013,"GasA",1,"Y","SBrkr",0.162360848561227,0.476029055690073,0,0.330821401657875,0.333333333333333,0,0.5,0.5,0.375,0.333333333333333,1,0.384615384615385,"Typ",0.5,0.666666666666667,"Attchd",0.981592039800995,"RFn",0.4,0.325268817204301,0.666666666666667,0.666666666666667,"Y",0.16502808988764,0.274932614555256,0.225296442687747,0,0,0,"None","Shed",0.0205882352941176,"11","2009","WD","Normal","200000","Train","9","3","9",0.27007299270073,0,0.300854444611003,0.428571428571429,0.307692307692308,0.384615384615385,0.461538461538462,0.301074020319303,0.468398876404494,0.217443526086379,0.295855908019356,0.20980774589022,0.0400811603481798,0.666666666666667,0.333333333333333,0.444444444444444,0.666666666666667,0.777777777777778,0.666666666666667,0.555555555555556,0,0.666666666666667,0.444444444444444,0.666666666666667,0.444444444444444,0.666666666666667,0.333333333333333,1,1,1,1,0.777777777777778,"1","1","0","1","1","0"
"9",0.00274160383824537,"50","RM",0.102739726027397,0.0225291546892893,"Pave","None","Reg","Lvl","Inside","Gtl","OldTown","Street","Norm","1Fam","1Story",0.666666666666667,0.5,0.427536231884058,"1950","Gable","CompShg","BrkFace","Wd Shng","None",0,1,1,"BrkTil",0.6,0.8,0.4,"Unf",0,"Unf",0,0.407534246575342,0.155810147299509,"GasA",0.75,"Y","Other",0.144507456416719,0.364164648910412,0,0.27128862094951,0,0,0.5,0,0.25,0.666666666666667,1,0.461538461538462,"Min1",0.5,0.666666666666667,"Detchd",0.960696517412935,"Unf",0.4,0.314516129032258,0.5,0.666666666666667,"Y",0.0632022471910112,0,0.202569169960474,0,0,0,"None","None",0,"4","2008","WD","Abnorml","129900","Train","5","None","5",0.569343065693431,0,0.236471293659122,0.142857142857143,0.461538461538462,0.230769230769231,0.307692307692308,0.327547169811321,0.207162921348315,0.300303528460585,0.325716530873899,0.393006408470326,0.0204925171477128,0.333333333333333,0,0.111111111111111,0.333333333333333,0.111111111111111,0.222222222222222,0.222222222222222,0.111111111111111,0.444444444444444,0.222222222222222,1,0.444444444444444,0.444444444444444,1,0.444444444444444,0.111111111111111,0.333333333333333,0.444444444444444,0.333333333333333,"1","1","0","1","1","1"
"10",0.00308430431802605,"190","RL",0.0993150684931507,0.0286054827175209,"Pave","None","Reg","Lvl","Corner","Gtl","BrkSide","Street","Street","Duplex","1Story",0.444444444444444,0.625,0.485507246376812,"1950","Gable","CompShg","MetalSd","MetalSd","None",0,1,1,"BrkTil",0.6,0.8,0.4,"GLQ",0.150779588944011,"Unf",0,0.0599315068493151,0.162193126022913,"GasA",1,"Y","SBrkr",0.156059651333753,0,0,0.139977392614921,0.333333333333333,0,0.25,0,0.25,0.666666666666667,1,0.230769230769231,"Typ",0.5,0.666666666666667,"Attchd",0.964676616915423,"RFn",0.2,0.137768817204301,0.833333333333333,0.666666666666667,"Y",0,0.00539083557951483,0,0,0,0,"None","None",0,"1","2008","WD","Normal","118000","Train","5","None","6",0.510948905109489,0,0.145630340278819,0.142857142857143,0.230769230769231,0.230769230769231,0.269230769230769,0.186821480406386,0.00280898876404494,0.156143981845951,0.194094048554531,0.224157146837559,0.027591693775039,0.166666666666667,0.222222222222222,0.111111111111111,0.333333333333333,0.111111111111111,0.111111111111111,0.111111111111111,0.111111111111111,0.333333333333333,0.222222222222222,1,0.333333333333333,0.333333333333333,0.888888888888889,0.444444444444444,0,0.333333333333333,0.555555555555556,0.777777777777778,"1","1","0","1","1","1"
