Id,SalePrice
1461,125928.9143
1462,162054.5599
1463,188062.5248
1464,196522.7996
1465,181831.535
1466,175968.1764
1467,182100.1766
1468,166809.1805
1469,187858.2389
1470,128829.317
1471,191359.2411
1472,93035.78078
1473,94833.09029
1474,144858.4263
1475,118160.2797
1476,370380.8698
1477,259093.9624
1478,291220.5103
1479,278973.8534
1480,506874.5106
1481,337025.9432
1482,205044.0661
1483,179798.6032
1484,162211.7756
1485,181171.1222
1486,197325.5558
1487,349966.2292
1488,233640.8466
1489,209359.1142
1490,238558.0626
1491,190698.9679
1492,91138.85014
1493,185259.9931
1494,282922.3905
1495,286602.3438
1496,245617.7941
1497,180269.273
1498,160496.7246
1499,155300.8281
1500,152919.9733
1501,178880.1004
1502,147572.8218
1503,298021.3518
1504,244755.5239
1505,235718.0151
1506,192439.4296
1507,254526.2357
1508,196641.251
1509,162907.8847
1510,148250.7666
1511,145937.8546
1512,168759.687
1513,145723.5924
1514,164552.0463
1515,190523.998
1516,151136.4328
1517,165107.5229
1518,128533.7586
1519,215854.5471
1520,134464.8019
1521,137744.0082
1522,168338.1417
1523,112935.0064
1524,128580.0159
1525,126544.3164
1526,112506.5135
1527,109170.4299
1528,137262.3967
1529,145311.3914
1530,196252.3603
1531,102535.0217
1532,91657.67647
1533,144825.0224
1534,115556.2799
1535,152980.5709
1536,109862.6829
1537,64048.95327
1538,160827.8871
1539,186817.1442
1540,100053.7341
1541,137219.2214
1542,138365.3019
1543,206349.561
1544,76209.79853
1545,106295.1743
1546,132323.6687
1547,130782.4097
1548,130991.562
1549,116107.77
1550,135676.3803
1551,107954.6235
1552,144075.5544
1553,133777.4676
1554,113351.6783
1555,174411.4438
1556,102324.3136
1557,95429.42347
1558,89129.40786
1559,77737.41565
1560,134223.9668
1561,141324.3028
1562,126097.9001
1563,118129.7379
1564,152056.9804
1565,147171.4993
1566,253243.4562
1567,69544.03282
1568,232626.6748
1569,148031.9148
1570,132446.3634
1571,118282.724
1572,145199.373
1573,225373.4192
1574,121278.6998
1575,232781.0954
1576,241787.695
1577,189419.0086
1578,141092.3937
1579,150499.8199
1580,189383.154
1581,156682.0443
1582,131388.7055
1583,312142.3774
1584,228690.8122
1585,142259.1831
1586,62040.54835
1587,95355.62296
1588,157918.9685
1589,90290.3777
1590,131243.9876
1591,89460.22634
1592,117804.3648
1593,118700.6535
1594,138689.0142
1595,105558.0059
1596,247964.1569
1597,202842.3208
1598,192634.3561
1599,168515.7576
1600,160989.6675
1601,69893.84154
1602,112396.2509
1603,80033.32802
1604,277224.0785
1605,233188.4972
1606,169347.3504
1607,165025.6453
1608,217130.785
1609,187415.9474
1610,158656.3625
1611,137281.8309
1612,166805.9601
1613,161422.5272
1614,123362.4085
1615,88025.50532
1616,76222.55716
1617,88288.0936
1618,119021.7917
1619,138828.3009
1620,169230.2524
1621,134158.828
1622,139482.605
1623,267800.0579
1624,214267.0557
1625,122383.2146
1626,157028.2024
1627,191518.383
1628,279815.3488
1629,175840.0722
1630,385539.1012
1631,231277.5748
1632,248645.6334
1633,170518.9381
1634,191642.3081
1635,180320.2432
1636,155460.566
1637,205222.3717
1638,192918.351
1639,184603.866
1640,259466.1753
1641,177044.5772
1642,239463.7359
1643,225621.47
1644,239374.4399
1645,196207.8607
1646,157674.6231
1647,152370.7597
1648,130415.9458
1649,138307.8715
1650,114330.028
1651,117794.1217
1652,96271.19138
1653,98911.35783
1654,142165.0844
1655,142505.0233
1656,142221.8056
1657,147308.996
1658,140126.8514
1659,129453.3075
1660,151762.1122
1661,459865.5453
1662,396279.174
1663,395949.3462
1664,485903.4491
1665,328868.8514
1666,336019.8993
1667,395379.009
1668,346949.8042
1669,295264.9204
1670,350117.9069
1671,277588.0559
1672,499154.655
1673,296331.6461
1674,248390.8391
1675,193716.9358
1676,196925.6215
1677,227596.9251
1678,499223.7456
1679,415575.7009
1680,355878.9997
1681,246389.2603
1682,305688.0523
1683,179679.648
1684,170832.5436
1685,171820.5602
1686,166592.1541
1687,170456.673
1688,189465.131
1689,196354.1331
1690,189160.7531
1691,180937.6263
1692,255698.8333
1693,166341.8467
1694,179973.6048
1695,167771.6423
1696,266701.2584
1697,169207.9962
1698,368082.8981
1699,326478.211
1700,264189.1864
1701,276779.1109
1702,251792.7712
1703,256841.6767
1704,291000.217
1705,236611.5975
1706,444450.3095
1707,227778.0586
1708,217899.9729
1709,275732.2031
1710,221664.3674
1711,262850.4601
1712,263801.8193
1713,281500.4029
1714,231286.5
1715,211360.0791
1716,183913.2629
1717,167716.4574
1718,130747.5103
1719,203754.8908
1720,237472.0316
1721,168303.6433
1722,125397.7217
1723,158502.5726
1724,202453.82
1725,234880.5165
1726,186100.5523
1727,160039.9128
1728,175804.0673
1729,167078.227
1730,153026.3191
1731,119612.3022
1732,127702.046
1733,113032.5675
1734,123485.0786
1735,126886.6834
1736,110539.872
1737,341951.4641
1738,247699.6622
1739,276394.8637
1740,228432.1098
1741,197673.6766
1742,173965.0437
1743,176383.9668
1744,333566.042
1745,224577.1076
1746,189937.7621
1747,221524.7851
1748,231461.132
1749,154238.8141
1750,130968.8075
1751,247069.9997
1752,118831.2821
1753,147204.0564
1754,199864.943
1755,174204.2641
1756,130212.1655
1757,116546.785
1758,146276.9137
1759,156311.3457
1760,163240.874
1761,140149.7265
1762,178469.3811
1763,169349.2007
1764,114727.7258
1765,170625.8758
1766,168941.2515
1767,215018.2801
1768,139572.9672
1769,169682.3484
1770,147105.6906
1771,121856.6551
1772,139343.0848
1773,138107.9221
1774,129930.2695
1775,136511.542
1776,121283.9257
1777,108343.3067
1778,133849.4137
1779,113935.8801
1780,171420.4502
1781,128598.8641
1782,88767.40437
1783,147823.2244
1784,101925.6339
1785,113247.9527
1786,158379.5693
1787,153160.8157
1788,52263.50315
1789,91633.84593
1790,77931.4085
1791,175695.831
1792,155851.0339
1793,135331.9368
1794,144212.801
1795,130374.6616
1796,122869.8453
1797,114877.1953
1798,116830.204
1799,114634.2956
1800,126069.118
1801,126799.5408
1802,127478.9847
1803,146710.3908
1804,133362.65
1805,131389.5979
1806,119203.6308
1807,127683.7382
1808,110361.7618
1809,108757.5778
1810,141763.9489
1811,93704.06428
1812,92190.48235
1813,120349.4374
1814,87559.03275
1815,51860.26235
1816,90215.92908
1817,103992.6892
1818,146683.3947
1819,124199.536
1820,48821.76681
1821,113629.303
1822,149155.961
1823,35242.91415
1824,132351.772
1825,133470.3608
1826,98365.88414
1827,97709.98222
1828,140079.5385
1829,123364.4033
1830,139613.0937
1831,138364.5865
1832,88321.55653
1833,147478.1432
1834,114484.9469
1835,134264.3638
1836,127810.7546
1837,86247.23084
1838,127879.0498
1839,103607.4776
1840,168212.451
1841,145534.5337
1842,92648.69097
1843,129889.2731
1844,135114.3049
1845,149759.2379
1846,147938.9721
1847,175218.5563
1848,56591.64076
1849,102510.4097
1850,110285.791
1851,149269.8196
1852,124463.3274
1853,127902.125
1854,159297.7898
1855,143283.3216
1856,227065.5533
1857,146303.9864
1858,141399.5116
1859,114755.5423
1860,155069.4931
1861,114099.4551
1862,287044.8839
1863,275844.1085
1864,276033.2288
1865,347051.9137
1866,337013.011
1867,232069.5186
1868,309426.3223
1869,206635.3985
1870,235510.6792
1871,248229.8505
1872,167206.5124
1873,246009.2195
1874,141119.8839
1875,203716.6468
1876,202067.1841
1877,215108.1501
1878,204172.321
1879,131277.7498
1880,134991.6138
1881,251337.7753
