Id,SalePrice
1461,123226.5627
1462,162278.0003
1463,187406.339
1464,197326.4167
1465,178157.5983
1466,174646.3247
1467,177319.2134
1468,166443.8341
1469,189138.4471
1470,128418.6264
1471,193479.3131
1472,96722.79941
1473,98999.34541
1474,145069.2154
1475,115864.8629
1476,370133.7493
1477,260893.3939
1478,284866.533
1479,273278.6044
1480,492230.9322
1481,338258.0963
1482,207458.4308
1483,177646.3535
1484,158490.2331
1485,181777.4295
1486,196908.6809
1487,345218.7276
1488,236295.4342
1489,210515.7859
1490,239810.5091
1491,192159.2355
1492,92559.49403
1493,183742.3978
1494,286482.5304
1495,286897.344
1496,251817.348
1497,180579.1207
1498,163516.4459
1499,159903.8621
1500,155005.6987
1501,179541.2063
1502,150305.6518
1503,303548.0582
1504,243760.5439
1505,233620.2006
1506,190386.6574
1507,258413.4672
1508,198980.4019
1509,163380.102
1510,144783.9147
1511,144343.6427
1512,169657.7895
1513,143635.1719
1514,163939.339
1515,198505.8943
1516,151716.3687
1517,167163.4615
1518,123552.9869
1519,215596.0565
1520,134627.4088
1521,137978.1812
1522,169517.8771
1523,113422.1257
1524,128548.4398
1525,124535.9177
1526,108362.9211
1527,111382.9442
1528,141410.317
1529,147150.8934
1530,195316.3514
1531,99154.96793
1532,92719.63125
1533,144173.4488
1534,121901.2178
1535,153064.8501
1536,107287.5858
1537,61425.66301
1538,169219.0507
1539,198039.5562
1540,90825.33275
1541,138195.3612
1542,135804.9491
1543,217576.2426
1544,75600.39109
1545,106457.7221
1546,133925.052
1547,129325.4366
1548,135370.1349
1549,113445.3548
1550,134891.5608
1551,108374.0502
1552,138914.5641
1553,134154.0178
1554,112896.7587
1555,170090.5043
1556,99992.8442
1557,92503.71842
1558,93384.87837
1559,84112.08503
1560,133905.9745
1561,140838.1544
1562,126918.2795
1563,118149.7731
1564,152355.0986
1565,147082.4316
1566,258068.1592
1567,63879.33373
1568,233010.1276
1569,140804.4541
1570,132180.6608
1571,113922.4635
1572,146194.7955
1573,235654.0623
1574,119060.9729
1575,236008.5665
1576,242495.9578
1577,188395.7493
1578,152442.6321
1579,150461.5292
1580,190191.8635
1581,159163.3363
1582,132754.4269
1583,310840.8071
1584,223463.0016
1585,141843.3539
1586,67778.73605
1587,91162.77661
1588,157402.8076
1589,84321.94205
1590,132894.6057
1591,86256.28089
1592,121993.0935
1593,129708.3948
1594,140943.2657
1595,103505.2196
1596,236476.1395
1597,185318.662
