Id,SalePrice
1461,123581.1666
1462,154972.9495
1463,181638.0832
1464,179560.5976
1465,189282.1028
1466,178471.2267
1467,168525.8852
1468,174299.0964
1469,191254.4724
1470,124082.3882
1471,197140.2897
1472,97664.26219
1473,95675.48843
1474,149204.3224
1475,127269.1188
1476,310200.53
1477,240008.8322
1478,281257.3881
1479,272431.813
1480,295253.3365
1481,296400.353
1482,203237.1346
1483,178463.1394
1484,161756.2918
1485,170731.9426
1486,201217.5403
1487,276097.4007
1488,253030.2756
1489,192651.2114
1490,196163.7081
1491,188265.3264
1492,110435.9931
1493,181307.503
1494,272420.4725
1495,284437.6373
1496,219367.4792
1497,191100.6529
1498,152656.3508
1499,153001.0715
1500,158588.2831
1501,173785.0451
1502,147382.4669
1503,253255.8382
1504,229342.7797
1505,221016.9525
1506,185757.8605
1507,241394.9712
1508,201633.7901
1509,164718.5744
1510,148474.9717
1511,146483.8135
1512,164365.7534
1513,153927.4114
1514,164771.7689
1515,189026.6984
1516,159124.0811
1517,146779.7942
1518,141686.8117
1519,215904.8625
1520,137189.6536
1521,137782.5307
1522,167073.4946
1523,118194.2794
1524,127683.4605
1525,123585.0785
1526,134241.8463
1527,108118.4674
1528,123011.4288
1529,140061.1367
1530,159111.3945
1531,141863.0706
1532,114721.7972
1533,150838.5696
1534,119664.7371
1535,149302.5907
1536,117997.9063
1537,103089.8251
1538,153691.9801
1539,185400.0791
1540,133992.0954
1541,144041.3005
1542,136026.3222
1543,196459.172
1544,93269.14803
1545,106125.2087
1546,139533.5692
1547,139726.6515
1548,130614.8489
1549,99365.52421
1550,147349.3473
1551,125693.4395
1552,149171.3446
1553,147817.1383
1554,110624.009
1555,176133.3049
1556,111856.7681
1557,137758.966
1558,97728.79815
1559,130767.2027
1560,147964.681
1561,182172.4056
1562,123128.9439
1563,122492.5719
1564,161011.6546
1565,151418.6234
1566,209722.5355
1567,90492.45727
1568,206280.1132
1569,163951.2034
1570,140043.753
1571,128762.8914
1572,134071.3635
1573,238102.4138
1574,146229.0807
1575,198463.6178
1576,211002.121
1577,189858.6414
1578,140156.1651
1579,142340.795
1580,191155.0211
1581,140323.1809
1582,127869.7739
1583,293422.8545
1584,242976.5458
1585,141203.4898
1586,75962.32135
1587,101957.7278
1588,143121.8364
1589,113046.4702
1590,131691.4256
1591,112973.073
1592,134508.9081
1593,124979.0343
1594,156231.956
1595,155235.2113
1596,236456.1112
1597,167770.122
1598,184201.116
1599,163380.5479
1600,174726.9769
1601,67095.82465
1602,116377.5598
1603,101906.2008
1604,262712.9159
1605,259244.3127
1606,170110.3242
1607,204428.9913
1608,206144.8703
1609,183881.1114
1610,162396.5509
1611,158413.4392
1612,179569.1752
1613,182301.0126
1614,126145.3779
1615,86244.26131
1616,86044.26261
1617,87093.39025
1618,121877.542
1619,133195.3011
1620,197370.6571
1621,143326.4995
1622,143947.649
1623,265888.2557
1624,211148.6342
1625,127043.5546
1626,179582.852
1627,180942.6248
1628,254393.4727
1629,175683.0927
1630,281111.5553
1631,212932.4727
1632,252000.5625
1633,167735.668
1634,182819.875
1635,178557.5231
1636,161005.1677
1637,186244.1633
1638,206427.6555
1639,173252.3138
1640,245899.3703
1641,171436.9319
1642,222704.6946
1643,234203.4511
1644,219059.4309
1645,179016.566
1646,154419.0575
1647,161914.8123
1648,141981.8636
1649,137453.7819
1650,122256.1669
1651,116837.2533
1652,103105.9112
1653,105020.6007
1654,157086.3273
1655,153230.825
1656,151239.223
1657,159859.4631
1658,152637.4143
1659,132420.9542
1660,141461.1517
1661,309058.5663
1662,309418.6852
1663,290982.7965
1664,312515.5952
1665,284955.0014
1666,265077.4929
1667,299914.3169
1668,287370.0135
1669,267652.9003
1670,302170.8704
1671,263160.4025
1672,300480.9982
1673,284559.3742
1674,251049.6395
1675,188776.9236
1676,191162.9726
1677,202055.8666
1678,296281.3799
1679,294167.501
1680,296870.375
1681,215705.646
1682,283543.1136
1683,181222.6824
1684,172903.1991
1685,174354.881
1686,173233.1611
1687,168273.8311
1688,187664.7615
1689,186409.7387
1690,181820.4998
1691,171629.6668
1692,238766.2431
1693,166654.345
1694,181763.0837
1695,174630.8825
1696,271696.0678
1697,175759.1738
1698,303281.5463
1699,271269.4726
1700,235925.7479
1701,266799.009
1702,248782.0508
1703,277731.7217
1704,294914.5116
1705,201519.2612
1706,308878.5724
