Id,SalePrice
1461,126702.4365
1462,162311.545
1463,185463.008
1464,197946.1396
1465,180352.6437
1466,174985.9241
1467,175619.1975
1468,171010.6372
1469,185737.0836
1470,129175.6304
1471,191127.7382
1472,95831.95195
1473,96737.60158
1474,149086.61
1475,121905.616
1476,360175.8656
1477,259501.5218
1478,284032.8943
1479,261690.3489
1480,505437.6376
1481,335067.684
1482,205976.9994
1483,173852.5514
1484,157029.6344
1485,181575.6447
1486,197248.7864
1487,351024.431
1488,234219.2415
1489,208812.7164
1490,231202.8622
1491,189847.8521
1492,96503.23965
1493,184667.6818
1494,286741.1681
1495,285247.5948
1496,244401.2673
1497,181792.4041
1498,160343.767
1499,157148.9744
1500,152070.135
1501,174587.7098
1502,148738.637
1503,311251.5575
1504,240090.8408
1505,230126.5577
1506,190096.3105
1507,250347.3845
1508,198310.0652
1509,161946.6611
1510,149253.7179
1511,145677.3696
1512,167748.3597
1513,141218.5604
1514,168480.8095
1515,198315.3733
1516,151226.9061
1517,165322.0946
1518,124444.2042
1519,209411.3803
1520,136962.4474
1521,140458.6121
1522,166531.0959
1523,114385.0973
1524,126829.1903
1525,124455.4069
1526,112805.5532
1527,116436.84
1528,142836.0623
1529,145972.1405
1530,200059.6338
1531,95654.1966
1532,96613.79093
1533,145736.6351
1534,120660.8725
1535,156950.421
1536,109996.1349
1537,68592.21703
1538,169719.0289
1539,194916.9965
1540,91537.13275
1541,139808.4876
1542,136159.2277
1543,222892.6249
1544,76923.76466
1545,106498.8498
1546,132310.6283
1547,130882.5784
1548,135463.0769
1549,111337.8718
1550,137462.4808
1551,114346.8462
1552,133586.6452
1553,137762.8454
1554,112644.1245
1555,173965.4575
1556,104330.0367
1557,99522.5853
1558,97229.20978
1559,90046.29599
1560,135267.4388
1561,142388.1033
1562,131103.638
1563,122905.9316
1564,150911.5872
1565,146136.6107
1566,255322.4951
1567,68064.12754
1568,227285.9792
1569,141195.4452
1570,131196.9718
1571,114850.5516
1572,145266.7003
1573,228974.6832
1574,120042.0281
1575,233884.7143
1576,236663.5824
1577,193182.0406
1578,150522.7768
1579,150382.2832
1580,192730.9292
1581,158842.7244
1582,133921.6938
1583,310255.3554
1584,225991.4937
1585,141631.6129
1586,68036.14713
1587,91694.44846
1588,157164.1882
1589,91610.95204
1590,131826.3162
1591,89893.86147
1592,122662.7333
1593,133050.2421
1594,137712.7141
1595,111025.7256
1596,238956.7021
1597,185672.8077
1598,185098.8488
1599,166750.8949
1600,161677.1167
1601,73238.28119
1602,107820.0162
1603,92098.98818
1604,274119.9793
1605,229559.2753
1606,166746.4458
1607,175027.6229
1608,214023.0638
1609,185255.942
1610,160622.1038
1611,137116.455
1612,159201.863
1613,155050.757
1614,122664.909
1615,87443.20379
1616,76939.36025
1617,93866.50489
1618,121403.4212
1619,136350.9147
1620,161136.922
1621,131181.661
1622,135450.9627
1623,275323.2768
1624,207458.4443
1625,130411.5883
1626,153885.9856
1627,191516.6724
1628,280804.982
1629,173038.1552
1630,371852.813
1631,223057.5579
1632,241021.0023
1633,168876.2299
1634,186654.6098
1635,173276.7049
1636,152303.1871
1637,195997.7445
1638,193131.5846
1639,181406.604
1640,267070.7211
1641,174062.2239
1642,231962.5549
1643,223472.5229
1644,232640.3158
1645,195662.587
1646,158546.3598
1647,153304.8111
1648,133664.8812
1649,139210.1972
1650,116618.4159
1651,120386.0264
1652,100422.34
1653,100762.3282
1654,146465.4858
1655,144296.9318
1656,145763.7651
1657,145332.6439
1658,142088.3238
1659,130228.4073
1660,157073.5088
1661,472295.7354
1662,407889.8252
1663,393230.6947
1664,525956.0792
1665,332408.4315
1666,340120.473
1667,392386.7637
1668,335633.696
1669,283416.7329
1670,349024.7303
1671,273212.1872
1672,533270.4794
1673,288122.2501
1674,245251.7768
1675,190308.3208
1676,191788.1291
1677,224422.9625
1678,520010.7612
1679,422488.0964
1680,357546.5921
1681,244918.4235
1682,301749.9426
1683,175731.011
1684,169073.6759
1685,168881.387
1686,165098.6286
1687,169961.1255
1688,187163.6617
1689,195516.9074
1690,184757.2862
1691,178903.6025
1692,255820.2218
1693,165118.1089
1694,179513.743
1695,167154.1933
1696,259357.5262
1697,174151.5938
1698,368120.8342
1699,320060.3641
1700,249004.9965
1701,272805.3806
1702,244096.0711
1703,255170.2858
1704,287605.5893
1705,231995.9839
1706,463925.4044
1707,223213.4801
1708,218974.0783
1709,270231.7192
1710,215940.0688
1711,260866.1331
1712,254442.4852
1713,273960.3104
1714,226042.8873
1715,206785.6449
1716,194650.9104
1717,171468.3034
1718,136844.7959
1719,201728.7369
1720,245807.9246
1721,170860.49
1722,130533.6469
1723,159984.823
1724,205582.9817
1725,238929.4751
1726,184447.9341
1727,158539.8447
1728,174790.2938
1729,167466.1634
1730,161180.1416
1731,119415.5294
1732,134466.7764
1733,118706.3451
1734,123946.3166
1735,127272.9887
1736,109803.9045
1737,355444.5177
1738,242712.356
1739,291503.2909
1740,228336.4649
1741,199248.1373
1742,172492.3451
1743,175538.7103
1744,348687.3618
1745,211984.81
1746,181995.1586
1747,227074.2033
1748,227959.8517
1749,157294.9784
1750,132883.0674
1751,245850.9001
1752,119722.4021
1753,145135.5568
1754,198340.6358
1755,176712.2685
1756,133648.9634
1757,117421.6718
1758,148396.078
1759,159624.624
1760,165435.9203
1761,140107.7759
1762,175876.6157
1763,170082.689
1764,117837.5196
1765,168974.4762
1766,171426.6957
1767,222293.8275
1768,145450.9935
1769,181929.9776
1770,147138.5354
1771,127095.9107
1772,140486.0392
1773,142013.4902
1774,122291.5696
1775,138491.7286
1776,126292.2661
1777,115292.8377
1778,131367.6212
1779,119118.503
1780,178235.915
1781,131740.6425
1782,91192.03047
1783,148004.1468
1784,103489.0509
1785,117842.3705
1786,151275.6923
1787,156640.9451
1788,52467.39775
1789,93496.62017
1790,80171.11438
1791,181699.0998
1792,159649.2878
1793,132465.8641
1794,142126.8308
1795,135063.9843
1796,124404.9076
1797,115562.399
1798,119783.0622
1799,113980.7881
1800,124081.203
1801,134191.7483
1802,131128.1456
1803,145605.6769
1804,134843.1375
1805,132088.0048
1806,123053.1612
1807,128103.6965
1808,113134.2546
1809,113547.4135
1810,146921.3722
1811,93179.51954
1812,94015.05953
1813,122689.7134
1814,92999.82361
1815,50430.03035
1816,96915.65112
1817,104057.4767
1818,155172.4796
1819,131285.5133
1820,61954.45751
1821,114414.3554
1822,153447.4213
1823,41647.38021
1824,135909.6307
1825,129665.9051
1826,100649.1281
1827,104845.3665
1828,141392.9285
1829,120916.2929
1830,140540.7198
1831,146980.9333
1832,74542.76753
1833,155288.7484
1834,117073.467
1835,132489.6509
1836,134975.2122
1837,78410.14315
